request_id,citizen_id,request_timestamp,service_type,documents_submitted,wait_time_minutes,audit_outcome,audit_completion_date,final_decision_amount,closure_reason
5055,30414,2024-04-21T11:00:00,BUSINESS_PERMIT,3,123,flagged,2024-05-05T11:00:00,800.72,AUDIT_DONE
5056,63796,2024-04-24T03:00:00,FAMILY_STATUS,8,111,passed,2024-05-01T03:00:00,191.5,
5057,48549,2023-07-02T22:00:00,TAX_CERT,8,41,passed,2023-07-10T22:00:00,121.5,
5058,62119,2024-06-08T17:00:00,TAX_CERT,11,26,passed,2024-07-14T17:00:00,143.86,
5059,61939,2023-06-21T14:00:00,TAX_CERT,1,37,flagged,2023-07-02T14:00:00,1174.41,AUDIT_DONE
5060,26529,2023-03-10T10:00:00,FAMILY_STATUS,9,80,rejected,2023-04-16T10:00:00,13.64,AUDIT_DONE
5061,30653,2024-03-04T01:00:00,ID_RENEWAL,5,99,flagged,2024-04-12T01:00:00,1986.6,AUDIT_DONE
5062,55995,2023-07-29T13:00:00,ID_RENEWAL,10,6,passed,2023-08-25T13:00:00,181.61,
5063,39679,2023-07-09T12:00:00,ID_RENEWAL,2,61,passed,2023-08-15T12:00:00,140.31,
5064,67547,2023-05-19T04:00:00,BUSINESS_PERMIT,11,15,flagged,2023-06-19T04:00:00,1654.66,AUDIT_DONE
5065,33430,2024-02-20T10:00:00,FAMILY_STATUS,5,168,passed,2024-04-07T10:00:00,46.86,
5066,46377,2023-06-10T20:00:00,TAX_CERT,11,30,passed,2023-07-23T20:00:00,82.37,
5067,19604,2023-12-09T07:00:00,BUSINESS_PERMIT,12,43,rejected,2024-01-12T07:00:00,25.03,AUDIT_DONE
5068,53637,2023-01-13T11:00:00,BUSINESS_PERMIT,9,18,passed,2023-01-22T11:00:00,193.4,
5069,95657,2023-08-18T05:00:00,BIRTH_CERT,2,58,passed,2023-09-29T05:00:00,161.29,
5070,51327,2024-01-30T09:00:00,ID_RENEWAL,6,86,flagged,2024-02-13T09:00:00,960.06,AUDIT_DONE
5071,57732,2023-01-31T14:00:00,TAX_CERT,1,90,passed,2023-02-07T14:00:00,196.36,
5072,47918,2024-01-18T01:00:00,ID_RENEWAL,9,103,passed,2024-02-11T01:00:00,177.9,
5073,81586,2023-05-10T06:00:00,BIRTH_CERT,6,173,passed,2023-06-30T06:00:00,167.47,
5074,42310,2024-03-20T20:00:00,FAMILY_STATUS,3,82,passed,2024-04-21T20:00:00,119.34,
5075,18245,2024-03-17T00:00:00,FAMILY_STATUS,1,99,passed,2024-04-15T00:00:00,66.95,
5076,36313,2023-03-31T15:00:00,BUSINESS_PERMIT,10,115,passed,2023-05-14T15:00:00,72.65,
5077,69551,2024-06-17T08:00:00,TAX_CERT,10,86,passed,2024-07-05T08:00:00,167.02,
5078,74554,2023-10-01T08:00:00,BUSINESS_PERMIT,6,136,passed,2023-11-16T08:00:00,133.81,
5079,99554,2023-06-13T03:00:00,BUSINESS_PERMIT,4,69,passed,2023-07-07T03:00:00,17.84,
5080,42540,2023-03-20T10:00:00,TAX_CERT,3,180,flagged,2023-04-17T10:00:00,1317.84,AUDIT_DONE
5081,98671,2023-05-25T04:00:00,BIRTH_CERT,11,67,rejected,2023-06-03T04:00:00,38.69,AUDIT_DONE
5082,68029,2023-04-08T00:00:00,ID_RENEWAL,2,70,passed,2023-05-22T00:00:00,21.63,
5083,68646,2023-10-07T01:00:00,FAMILY_STATUS,9,154,flagged,2023-10-29T01:00:00,1589.96,AUDIT_DONE
5084,42733,2023-05-03T04:00:00,ID_RENEWAL,7,132,passed,2023-06-17T04:00:00,150.82,
5085,11562,2023-01-15T16:00:00,FAMILY_STATUS,1,83,passed,2023-03-01T16:00:00,161.29,
5086,13298,2024-06-04T01:00:00,FAMILY_STATUS,9,31,passed,2024-06-29T01:00:00,38.52,
5087,59368,2023-02-04T17:00:00,TAX_CERT,12,29,passed,2023-03-04T17:00:00,178.64,
5088,14985,2023-12-16T20:00:00,TAX_CERT,9,169,passed,2024-01-29T20:00:00,160.4,
5089,64790,2023-04-19T07:00:00,ID_RENEWAL,2,25,passed,2023-05-15T07:00:00,82.97,
5090,68722,2023-05-21T20:00:00,BUSINESS_PERMIT,2,42,rejected,2023-06-24T20:00:00,44.0,AUDIT_DONE
5091,55444,2023-09-22T04:00:00,BIRTH_CERT,9,30,passed,2023-11-14T04:00:00,137.08,
5092,91512,2024-06-20T06:00:00,BIRTH_CERT,7,41,passed,2024-07-14T06:00:00,163.65,
5093,10589,2023-09-27T18:00:00,BIRTH_CERT,12,83,passed,2023-10-28T18:00:00,169.45,
5094,66719,2023-06-02T00:00:00,FAMILY_STATUS,4,58,passed,2023-07-26T00:00:00,168.69,
5095,64993,2024-03-03T21:00:00,BUSINESS_PERMIT,6,127,flagged,2024-04-27T21:00:00,1846.04,AUDIT_DONE
5096,91739,2023-12-29T15:00:00,FAMILY_STATUS,9,162,passed,2024-02-10T15:00:00,4.54,
5097,95097,2023-02-28T09:00:00,ID_RENEWAL,4,129,passed,2023-03-25T09:00:00,150.76,
5098,83864,2024-02-12T08:00:00,FAMILY_STATUS,6,11,passed,2024-04-05T08:00:00,28.83,
5099,82428,2023-07-14T04:00:00,BUSINESS_PERMIT,3,58,passed,2023-08-07T04:00:00,199.24,
5100,84515,2024-01-30T08:00:00,FAMILY_STATUS,2,48,passed,2024-03-19T08:00:00,178.52,
5101,11746,2024-01-07T15:00:00,FAMILY_STATUS,5,83,passed,2024-03-01T15:00:00,23.71,
5102,38737,2024-05-31T06:00:00,FAMILY_STATUS,10,63,passed,2024-07-10T06:00:00,192.87,
5103,56251,2023-10-05T20:00:00,BIRTH_CERT,5,37,passed,2023-11-14T20:00:00,94.77,
5104,59924,2024-06-06T03:00:00,BIRTH_CERT,10,45,passed,2024-07-06T03:00:00,122.38,
5105,70094,2023-07-20T05:00:00,BUSINESS_PERMIT,6,171,rejected,2023-08-05T05:00:00,20.74,AUDIT_DONE
5106,71605,2023-06-17T04:00:00,FAMILY_STATUS,4,107,passed,2023-07-05T04:00:00,16.58,
5107,55139,2023-08-25T08:00:00,FAMILY_STATUS,2,137,passed,2023-10-16T08:00:00,147.91,
5108,27590,2024-04-26T17:00:00,BIRTH_CERT,12,9,passed,2024-06-24T17:00:00,192.38,
5109,27032,2023-01-19T02:00:00,BIRTH_CERT,8,128,passed,2023-02-21T02:00:00,194.63,
5110,47521,2023-10-31T11:00:00,FAMILY_STATUS,1,35,flagged,2023-12-13T11:00:00,1592.65,AUDIT_DONE
5111,94218,2024-04-10T07:00:00,FAMILY_STATUS,6,171,passed,2024-06-09T07:00:00,19.1,
5112,26213,2023-09-10T19:00:00,BIRTH_CERT,2,8,flagged,2023-10-02T19:00:00,1023.54,AUDIT_DONE
5113,16545,2024-03-17T21:00:00,BUSINESS_PERMIT,12,110,rejected,2024-05-03T21:00:00,42.84,AUDIT_DONE
5114,16781,2024-03-08T20:00:00,ID_RENEWAL,8,66,passed,2024-03-23T20:00:00,129.18,
5115,42361,2023-03-23T21:00:00,BUSINESS_PERMIT,1,76,passed,2023-04-15T21:00:00,46.09,
5116,72348,2023-06-27T12:00:00,BIRTH_CERT,1,22,passed,2023-08-18T12:00:00,89.39,
5117,28673,2023-12-21T20:00:00,TAX_CERT,4,49,flagged,2024-01-15T20:00:00,1696.37,AUDIT_DONE
5118,26796,2023-11-29T06:00:00,FAMILY_STATUS,10,58,rejected,2023-12-22T06:00:00,6.48,AUDIT_DONE
5119,98401,2024-05-19T15:00:00,FAMILY_STATUS,8,47,passed,2024-06-23T15:00:00,50.45,
5120,34471,2023-02-19T05:00:00,ID_RENEWAL,2,169,flagged,2023-03-20T05:00:00,1430.65,AUDIT_DONE
5121,59605,2023-04-13T09:00:00,TAX_CERT,9,80,passed,2023-06-04T09:00:00,6.97,
5122,33114,2023-08-24T18:00:00,ID_RENEWAL,7,137,passed,2023-09-19T18:00:00,166.44,
5123,83458,2023-10-20T14:00:00,TAX_CERT,6,177,passed,2023-12-15T14:00:00,176.88,
5124,60242,2024-01-13T21:00:00,BIRTH_CERT,9,153,passed,2024-01-23T21:00:00,150.56,
5125,93750,2023-09-08T21:00:00,ID_RENEWAL,10,46,passed,2023-10-26T21:00:00,48.27,
5126,94594,2023-06-03T10:00:00,BUSINESS_PERMIT,5,105,passed,2023-07-22T10:00:00,83.94,
5127,18945,2023-10-24T13:00:00,BIRTH_CERT,12,114,passed,2023-12-20T13:00:00,105.07,
5128,85260,2024-06-13T13:00:00,FAMILY_STATUS,4,107,flagged,2024-07-04T13:00:00,894.11,AUDIT_DONE
5129,83436,2023-10-25T20:00:00,FAMILY_STATUS,6,150,passed,2023-11-08T20:00:00,194.47,
5130,91103,2024-03-24T05:00:00,FAMILY_STATUS,4,162,passed,2024-04-05T05:00:00,126.07,
5131,35782,2024-04-16T06:00:00,BIRTH_CERT,8,125,passed,2024-06-05T06:00:00,27.53,
5132,70917,2024-01-24T11:00:00,BIRTH_CERT,5,145,rejected,2024-03-14T11:00:00,43.89,AUDIT_DONE
5133,27713,2023-03-29T22:00:00,ID_RENEWAL,8,142,passed,2023-05-25T22:00:00,30.74,
5134,43491,2023-02-15T17:00:00,TAX_CERT,12,166,passed,2023-02-28T17:00:00,157.8,
5135,21246,2024-05-31T13:00:00,FAMILY_STATUS,11,107,passed,2024-06-27T13:00:00,79.02,
5136,15602,2024-05-15T10:00:00,BIRTH_CERT,10,88,passed,2024-07-10T10:00:00,173.41,
5137,11837,2024-02-12T14:00:00,BIRTH_CERT,2,162,passed,2024-04-10T14:00:00,134.14,
5138,73405,2023-01-09T00:00:00,TAX_CERT,12,68,passed,2023-03-01T00:00:00,70.61,
5139,48403,2023-10-07T05:00:00,BIRTH_CERT,11,45,passed,2023-11-24T05:00:00,134.68,
5140,36001,2024-02-08T13:00:00,ID_RENEWAL,6,169,passed,2024-03-19T13:00:00,59.48,
5141,18381,2023-12-20T03:00:00,TAX_CERT,8,32,passed,2024-01-17T03:00:00,31.06,
5142,58908,2023-08-11T08:00:00,BUSINESS_PERMIT,4,61,passed,2023-09-16T08:00:00,188.91,
5143,27049,2024-05-10T15:00:00,BUSINESS_PERMIT,8,55,passed,2024-07-08T15:00:00,144.44,
5144,49263,2023-12-09T17:00:00,BIRTH_CERT,8,83,passed,2023-12-16T17:00:00,133.12,
5145,92516,2024-03-24T19:00:00,TAX_CERT,2,66,passed,2024-04-04T19:00:00,182.49,
5146,14617,2024-06-06T00:00:00,BUSINESS_PERMIT,7,22,rejected,2024-07-21T00:00:00,49.56,AUDIT_DONE
5147,45776,2023-09-28T12:00:00,BUSINESS_PERMIT,7,106,passed,2023-11-16T12:00:00,99.51,
5148,40181,2023-06-05T23:00:00,FAMILY_STATUS,2,118,passed,2023-06-30T23:00:00,187.15,
5149,16608,2024-02-04T13:00:00,TAX_CERT,9,169,flagged,2024-03-29T13:00:00,1739.16,AUDIT_DONE
5150,58721,2023-06-07T11:00:00,TAX_CERT,4,100,rejected,2023-07-20T11:00:00,42.38,AUDIT_DONE
5151,37116,2024-01-07T10:00:00,FAMILY_STATUS,9,115,flagged,2024-02-14T10:00:00,1867.34,AUDIT_DONE
5152,78497,2023-01-11T15:00:00,TAX_CERT,9,24,flagged,2023-01-29T15:00:00,1593.42,AUDIT_DONE
5153,19434,2023-11-01T14:00:00,TAX_CERT,7,69,rejected,2023-12-21T14:00:00,20.76,AUDIT_DONE
5154,96017,2024-01-23T02:00:00,BUSINESS_PERMIT,5,157,passed,2024-02-12T02:00:00,157.74,
5155,53744,2023-08-31T03:00:00,BUSINESS_PERMIT,10,102,passed,2023-10-05T03:00:00,192.41,
5156,18340,2023-11-02T08:00:00,BIRTH_CERT,4,149,flagged,2023-11-29T08:00:00,845.9,AUDIT_DONE
5157,36326,2023-12-11T12:00:00,BUSINESS_PERMIT,7,56,rejected,2024-01-12T12:00:00,3.08,AUDIT_DONE
5158,17403,2023-05-29T22:00:00,BUSINESS_PERMIT,2,14,passed,2023-06-21T22:00:00,15.44,
5159,24168,2024-06-06T14:00:00,ID_RENEWAL,12,166,passed,2024-07-15T14:00:00,60.09,
5160,72445,2023-07-29T23:00:00,TAX_CERT,11,94,flagged,2023-08-17T23:00:00,1870.39,AUDIT_DONE
5161,88079,2024-03-01T11:00:00,FAMILY_STATUS,3,124,rejected,2024-04-25T11:00:00,44.34,AUDIT_DONE
5162,77741,2024-02-06T14:00:00,BIRTH_CERT,8,121,passed,2024-03-03T14:00:00,66.93,
5163,89820,2023-02-07T15:00:00,BIRTH_CERT,2,47,passed,2023-03-10T15:00:00,183.99,
5164,11240,2023-04-09T10:00:00,ID_RENEWAL,5,141,passed,2023-05-16T10:00:00,164.42,
5165,26867,2023-05-11T18:00:00,BUSINESS_PERMIT,4,56,flagged,2023-05-31T18:00:00,1790.45,AUDIT_DONE
5166,18432,2024-06-05T18:00:00,TAX_CERT,4,121,flagged,2024-06-22T18:00:00,1304.83,AUDIT_DONE
5167,27748,2024-03-20T17:00:00,BIRTH_CERT,9,74,passed,2024-04-01T17:00:00,99.94,
5168,87389,2023-03-11T16:00:00,FAMILY_STATUS,5,45,flagged,2023-03-22T16:00:00,1575.38,AUDIT_DONE
5169,83134,2024-02-28T02:00:00,BIRTH_CERT,8,112,passed,2024-03-27T02:00:00,181.44,
5170,81669,2023-06-10T04:00:00,FAMILY_STATUS,4,178,passed,2023-07-31T04:00:00,176.58,
5171,29377,2024-05-17T21:00:00,BIRTH_CERT,1,112,passed,2024-06-02T21:00:00,156.77,
5172,79095,2023-07-01T19:00:00,BIRTH_CERT,4,61,passed,2023-08-05T19:00:00,28.74,
5173,63731,2024-05-24T03:00:00,FAMILY_STATUS,6,50,passed,2024-07-11T03:00:00,181.09,
5174,44875,2024-05-11T05:00:00,BUSINESS_PERMIT,7,135,passed,2024-06-18T05:00:00,170.1,
5175,42163,2023-10-11T21:00:00,ID_RENEWAL,6,83,passed,2023-11-20T21:00:00,136.89,
5176,16437,2023-01-11T03:00:00,BIRTH_CERT,9,91,flagged,2023-02-21T03:00:00,859.14,AUDIT_DONE
5177,13350,2024-05-06T10:00:00,FAMILY_STATUS,7,80,flagged,2024-06-30T10:00:00,1930.36,AUDIT_DONE
5178,94115,2023-04-24T20:00:00,BIRTH_CERT,1,82,passed,2023-06-05T20:00:00,21.77,
5179,67048,2024-03-06T15:00:00,ID_RENEWAL,10,126,flagged,2024-04-13T15:00:00,1111.99,AUDIT_DONE
5180,60344,2023-08-06T14:00:00,FAMILY_STATUS,9,141,rejected,2023-10-05T14:00:00,18.85,AUDIT_DONE
5181,46241,2024-02-02T10:00:00,BIRTH_CERT,4,57,passed,2024-03-08T10:00:00,163.45,
5182,66413,2024-02-23T07:00:00,TAX_CERT,4,123,passed,2024-03-10T07:00:00,172.12,
5183,48033,2024-05-29T03:00:00,TAX_CERT,10,20,passed,2024-07-06T03:00:00,36.26,
5184,88680,2024-05-25T07:00:00,FAMILY_STATUS,5,81,passed,2024-06-08T07:00:00,192.73,
5185,13463,2023-01-09T10:00:00,BIRTH_CERT,11,1,passed,2023-02-11T10:00:00,26.11,
5186,87004,2024-05-04T20:00:00,BUSINESS_PERMIT,10,110,passed,2024-06-02T20:00:00,15.21,
5187,51560,2024-04-06T07:00:00,BIRTH_CERT,7,97,passed,2024-05-30T07:00:00,106.53,
5188,40388,2023-04-28T19:00:00,BUSINESS_PERMIT,9,24,passed,2023-06-20T19:00:00,59.61,
5189,78678,2024-03-22T11:00:00,BUSINESS_PERMIT,4,158,passed,2024-04-20T11:00:00,105.74,
5190,57475,2023-11-03T16:00:00,BUSINESS_PERMIT,12,153,passed,2023-12-21T16:00:00,69.27,
5191,44595,2023-04-30T07:00:00,BIRTH_CERT,2,162,passed,2023-05-23T07:00:00,50.63,
5192,72769,2024-02-04T02:00:00,FAMILY_STATUS,7,63,flagged,2024-03-03T02:00:00,1184.16,AUDIT_DONE
5193,28560,2024-05-03T15:00:00,TAX_CERT,8,72,passed,2024-05-15T15:00:00,128.04,
5194,19529,2024-06-03T08:00:00,BIRTH_CERT,9,117,passed,2024-08-01T08:00:00,76.7,
5195,97662,2023-03-25T17:00:00,BIRTH_CERT,10,133,passed,2023-05-08T17:00:00,74.66,
5196,13731,2023-08-15T04:00:00,ID_RENEWAL,12,48,flagged,2023-10-10T04:00:00,848.59,AUDIT_DONE
5197,40161,2023-11-28T18:00:00,BUSINESS_PERMIT,1,82,passed,2024-01-02T18:00:00,147.89,
5198,84927,2023-11-26T17:00:00,TAX_CERT,6,73,passed,2023-12-07T17:00:00,145.87,
5199,71518,2023-10-11T09:00:00,ID_RENEWAL,3,75,passed,2023-12-04T09:00:00,171.95,
5200,63270,2023-05-18T06:00:00,FAMILY_STATUS,10,60,passed,2023-05-28T06:00:00,176.67,
5201,51126,2023-08-31T06:00:00,BIRTH_CERT,6,50,flagged,2023-10-07T06:00:00,1242.11,AUDIT_DONE
5202,87910,2023-01-21T18:00:00,BUSINESS_PERMIT,7,41,passed,2023-02-04T18:00:00,146.05,
5203,71694,2023-01-01T16:00:00,BIRTH_CERT,8,144,passed,2023-02-17T16:00:00,125.84,
5204,16213,2023-05-30T22:00:00,BIRTH_CERT,8,49,passed,2023-06-21T22:00:00,187.89,
5205,67323,2024-04-25T14:00:00,BUSINESS_PERMIT,4,149,passed,2024-05-17T14:00:00,103.09,
5206,52716,2024-02-26T00:00:00,FAMILY_STATUS,10,128,passed,2024-04-05T00:00:00,199.15,
5207,16077,2023-01-12T01:00:00,BUSINESS_PERMIT,11,165,passed,2023-03-02T01:00:00,199.19,
5208,13565,2023-05-24T19:00:00,ID_RENEWAL,7,41,rejected,2023-07-16T19:00:00,44.74,AUDIT_DONE
5209,63052,2023-01-18T14:00:00,FAMILY_STATUS,10,60,flagged,2023-02-03T14:00:00,1627.68,AUDIT_DONE
5210,53590,2023-06-01T14:00:00,BIRTH_CERT,9,41,passed,2023-06-09T14:00:00,77.16,
5211,67943,2023-11-08T21:00:00,FAMILY_STATUS,2,90,passed,2023-12-14T21:00:00,24.21,
5212,82563,2023-07-28T18:00:00,ID_RENEWAL,9,114,passed,2023-08-24T18:00:00,160.31,
5213,53166,2024-04-16T21:00:00,FAMILY_STATUS,1,130,passed,2024-05-24T21:00:00,60.83,
5214,91079,2023-07-25T22:00:00,BUSINESS_PERMIT,9,1,passed,2023-08-22T22:00:00,148.33,
5215,69433,2023-05-26T13:00:00,ID_RENEWAL,9,56,flagged,2023-06-04T13:00:00,1934.67,AUDIT_DONE
5216,18496,2023-12-24T02:00:00,TAX_CERT,4,12,passed,2024-01-11T02:00:00,83.08,
5217,34007,2023-04-20T10:00:00,BUSINESS_PERMIT,7,141,passed,2023-04-28T10:00:00,89.98,
5218,30393,2024-06-17T10:00:00,ID_RENEWAL,4,116,passed,2024-08-12T10:00:00,162.84,
5219,72841,2023-10-23T23:00:00,TAX_CERT,10,44,passed,2023-11-05T23:00:00,44.54,
5220,58756,2023-01-03T13:00:00,BIRTH_CERT,12,50,passed,2023-02-12T13:00:00,165.78,
5221,65712,2023-08-09T01:00:00,BIRTH_CERT,7,144,passed,2023-08-29T01:00:00,184.27,
5222,97386,2023-05-07T13:00:00,BUSINESS_PERMIT,8,42,passed,2023-06-04T13:00:00,78.93,
5223,56625,2023-02-17T12:00:00,BUSINESS_PERMIT,8,124,passed,2023-04-01T12:00:00,186.81,
5224,93729,2023-09-07T23:00:00,BUSINESS_PERMIT,6,75,passed,2023-10-31T23:00:00,0.6,
5225,53019,2024-05-07T21:00:00,BIRTH_CERT,3,91,rejected,2024-05-25T21:00:00,14.68,AUDIT_DONE
5226,52642,2024-05-29T17:00:00,BIRTH_CERT,2,7,passed,2024-07-26T17:00:00,182.39,
5227,71948,2024-04-03T04:00:00,TAX_CERT,4,88,passed,2024-05-03T04:00:00,58.39,
5228,47520,2023-02-17T16:00:00,ID_RENEWAL,1,40,passed,2023-04-15T16:00:00,22.83,
5229,11805,2024-01-14T01:00:00,BIRTH_CERT,8,78,passed,2024-02-14T01:00:00,23.39,
5230,60122,2023-05-02T13:00:00,BUSINESS_PERMIT,11,30,passed,2023-06-18T13:00:00,127.04,
5231,95774,2023-04-02T07:00:00,FAMILY_STATUS,11,73,passed,2023-05-21T07:00:00,55.1,
5232,82578,2023-02-16T01:00:00,BIRTH_CERT,1,80,passed,2023-04-05T01:00:00,60.17,
5233,91653,2023-05-22T04:00:00,ID_RENEWAL,11,123,passed,2023-07-04T04:00:00,174.83,
5234,55650,2024-01-29T09:00:00,BIRTH_CERT,10,79,passed,2024-03-17T09:00:00,66.41,
5235,48388,2023-02-11T21:00:00,BUSINESS_PERMIT,4,168,passed,2023-03-15T21:00:00,112.48,
5236,22750,2023-05-24T05:00:00,BUSINESS_PERMIT,5,93,passed,2023-07-17T05:00:00,102.0,
5237,48900,2023-02-09T16:00:00,TAX_CERT,12,57,passed,2023-04-05T16:00:00,12.92,
5238,63342,2023-09-24T08:00:00,BUSINESS_PERMIT,11,163,flagged,2023-11-23T08:00:00,1535.09,AUDIT_DONE
5239,56788,2023-09-11T21:00:00,TAX_CERT,10,10,flagged,2023-10-04T21:00:00,1675.56,AUDIT_DONE
5240,64672,2023-01-19T08:00:00,BUSINESS_PERMIT,12,141,flagged,2023-03-14T08:00:00,1452.48,AUDIT_DONE
5241,67347,2023-06-19T10:00:00,ID_RENEWAL,2,78,passed,2023-07-03T10:00:00,115.07,
5242,75678,2024-05-29T14:00:00,ID_RENEWAL,4,19,passed,2024-07-12T14:00:00,2.78,
5243,92143,2024-02-12T13:00:00,BIRTH_CERT,9,144,passed,2024-03-04T13:00:00,178.66,
5244,17162,2023-10-29T12:00:00,ID_RENEWAL,10,28,passed,2023-11-28T12:00:00,109.9,
5245,58456,2024-01-26T08:00:00,BUSINESS_PERMIT,6,67,rejected,2024-02-11T08:00:00,19.25,AUDIT_DONE
5246,62747,2023-08-26T03:00:00,BIRTH_CERT,3,90,passed,2023-09-30T03:00:00,21.6,
5247,86546,2024-05-27T14:00:00,FAMILY_STATUS,7,45,flagged,2024-07-21T14:00:00,994.16,AUDIT_DONE
5248,14866,2024-05-25T23:00:00,BIRTH_CERT,11,150,rejected,2024-06-24T23:00:00,24.41,AUDIT_DONE
5249,71111,2023-03-03T20:00:00,TAX_CERT,10,166,passed,2023-03-17T20:00:00,156.73,
5250,32608,2023-08-14T02:00:00,BUSINESS_PERMIT,6,127,passed,2023-09-07T02:00:00,84.86,
5251,44722,2023-03-26T08:00:00,FAMILY_STATUS,5,115,passed,2023-04-04T08:00:00,83.48,
5252,96454,2023-04-18T11:00:00,BIRTH_CERT,3,111,passed,2023-06-07T11:00:00,193.71,
5253,21312,2023-05-27T19:00:00,BIRTH_CERT,7,153,passed,2023-06-19T19:00:00,197.2,
5254,73583,2023-04-28T07:00:00,BUSINESS_PERMIT,12,119,passed,2023-06-06T07:00:00,50.86,
5255,42313,2023-05-19T00:00:00,BIRTH_CERT,10,49,flagged,2023-06-23T00:00:00,1769.57,AUDIT_DONE
5256,97833,2024-02-06T10:00:00,BUSINESS_PERMIT,12,43,passed,2024-03-14T10:00:00,34.72,
5257,44279,2023-01-03T22:00:00,FAMILY_STATUS,8,73,passed,2023-02-06T22:00:00,24.21,
5258,30305,2023-01-04T05:00:00,FAMILY_STATUS,7,178,passed,2023-01-29T05:00:00,70.46,
5259,29980,2023-12-28T10:00:00,ID_RENEWAL,7,23,passed,2024-01-31T10:00:00,28.68,
5260,11165,2023-08-01T17:00:00,BIRTH_CERT,5,32,flagged,2023-08-12T17:00:00,1232.1,AUDIT_DONE
5261,54468,2023-12-27T08:00:00,ID_RENEWAL,3,161,passed,2024-02-02T08:00:00,28.27,
5262,94833,2024-01-12T12:00:00,BIRTH_CERT,9,129,passed,2024-02-05T12:00:00,102.11,
5263,34660,2023-06-26T22:00:00,TAX_CERT,1,113,passed,2023-07-28T22:00:00,14.36,
5264,79402,2023-11-11T01:00:00,ID_RENEWAL,12,170,passed,2023-12-19T01:00:00,123.66,
5265,63664,2023-09-12T04:00:00,TAX_CERT,7,121,passed,2023-09-28T04:00:00,49.49,
5266,54006,2024-04-04T14:00:00,BIRTH_CERT,12,110,passed,2024-05-20T14:00:00,86.88,
5267,68503,2024-06-04T03:00:00,BUSINESS_PERMIT,10,163,flagged,2024-07-15T03:00:00,1714.78,AUDIT_DONE
5268,90029,2023-10-29T18:00:00,TAX_CERT,11,39,rejected,2023-12-13T18:00:00,14.48,AUDIT_DONE
5269,62859,2023-03-16T06:00:00,BUSINESS_PERMIT,7,126,passed,2023-04-02T06:00:00,176.97,
5270,53297,2024-05-31T08:00:00,TAX_CERT,12,155,rejected,2024-07-20T08:00:00,0.23,AUDIT_DONE
5271,14161,2024-02-19T20:00:00,TAX_CERT,7,113,passed,2024-03-08T20:00:00,41.85,
5272,11941,2023-03-19T12:00:00,FAMILY_STATUS,2,53,flagged,2023-05-03T12:00:00,1380.4,AUDIT_DONE
5273,36175,2023-09-07T09:00:00,ID_RENEWAL,1,54,passed,2023-09-26T09:00:00,106.8,
5274,46640,2023-11-23T21:00:00,BIRTH_CERT,12,25,passed,2023-12-25T21:00:00,21.08,
5275,88248,2023-01-12T05:00:00,TAX_CERT,4,109,passed,2023-01-26T05:00:00,11.66,
5276,19432,2024-05-27T16:00:00,ID_RENEWAL,12,158,passed,2024-06-15T16:00:00,73.07,
5277,57117,2023-12-29T08:00:00,BUSINESS_PERMIT,11,62,passed,2024-01-11T08:00:00,108.84,
5278,59490,2023-09-09T08:00:00,BUSINESS_PERMIT,2,82,passed,2023-10-29T08:00:00,16.89,
5279,47972,2023-01-13T16:00:00,BUSINESS_PERMIT,7,47,passed,2023-01-23T16:00:00,76.01,
5280,82377,2023-02-08T04:00:00,BIRTH_CERT,7,168,passed,2023-03-18T04:00:00,28.71,
5281,29191,2023-05-15T04:00:00,BUSINESS_PERMIT,6,27,passed,2023-07-05T04:00:00,110.05,
5282,79385,2023-04-12T07:00:00,FAMILY_STATUS,6,12,rejected,2023-04-22T07:00:00,6.27,AUDIT_DONE
5283,95407,2023-02-03T02:00:00,ID_RENEWAL,6,123,flagged,2023-03-13T02:00:00,1868.01,AUDIT_DONE
5284,90188,2024-02-09T04:00:00,BUSINESS_PERMIT,12,158,flagged,2024-03-23T04:00:00,877.15,AUDIT_DONE
5285,79913,2023-12-29T05:00:00,TAX_CERT,7,136,passed,2024-01-08T05:00:00,186.56,
5286,24904,2024-03-04T17:00:00,FAMILY_STATUS,2,101,passed,2024-03-21T17:00:00,161.9,
5287,69425,2023-02-12T14:00:00,ID_RENEWAL,4,121,rejected,2023-04-03T14:00:00,2.7,AUDIT_DONE
5288,13429,2023-10-15T06:00:00,ID_RENEWAL,10,5,passed,2023-10-31T06:00:00,2.0,
5289,10953,2023-12-16T23:00:00,TAX_CERT,11,101,passed,2024-01-22T23:00:00,159.22,
5290,91749,2023-10-19T15:00:00,BIRTH_CERT,5,132,flagged,2023-11-23T15:00:00,1871.38,AUDIT_DONE
5291,32821,2023-06-25T02:00:00,TAX_CERT,4,44,passed,2023-07-23T02:00:00,106.59,
5292,52988,2023-08-01T05:00:00,FAMILY_STATUS,3,148,passed,2023-09-26T05:00:00,135.8,
5293,99644,2023-02-08T03:00:00,FAMILY_STATUS,5,152,passed,2023-03-22T03:00:00,135.19,
5294,50800,2024-05-16T11:00:00,FAMILY_STATUS,5,61,passed,2024-06-17T11:00:00,101.17,
5295,85233,2023-10-02T14:00:00,TAX_CERT,9,14,passed,2023-12-01T14:00:00,162.8,
5296,41743,2023-10-04T13:00:00,BUSINESS_PERMIT,4,103,passed,2023-11-13T13:00:00,119.73,
5297,54064,2023-12-25T11:00:00,BIRTH_CERT,11,167,passed,2024-02-23T11:00:00,3.41,
